Term,ProsperRating (Alpha),LoanOriginalAmount,Investors,LoanCreatingYear
36,C,20000,1,2013
60,C,15000,14,2013
60,C,20000,1,2013
36,C,9000,156,2013
36,C,10000,1,2013
60,C,15000,154,2013
60,C,4500,30,2013
36,C,15000,1,2013
60,C,8000,15,2013
60,C,20000,1,2013
60,C,20000,1,2013
36,C,6500,1,2013
60,C,10000,1,2013
36,C,20000,1,2013
60,C,15000,1,2013
36,C,4000,1,2013
60,C,10000,1,2013
36,C,3000,1,2013
60,C,10000,1,2013
36,C,6500,52,2013
60,C,10000,1,2013
36,C,17500,1,2013
36,C,12000,1,2013
36,C,2000,6,2013
36,C,4000,21,2013
60,C,25000,1,2013
36,C,10000,1,2013
60,C,15000,1,2013
36,C,10000,1,2013
36,C,4000,1,2013
60,C,18500,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,25000,1,2013
60,C,15000,1,2013
60,C,5000,1,2013
60,C,4000,1,2013
36,C,10000,39,2013
36,C,10000,1,2013
60,C,10000,1,2013
60,C,25000,157,2013
36,C,4000,1,2013
36,C,25000,1,2013
60,C,5000,49,2013
36,C,4000,1,2013
36,C,15000,1,2013
36,C,4000,1,2013
60,C,15000,152,2013
60,C,10000,1,2013
36,C,10000,1,2013
36,C,15000,1,2013
36,C,17000,1,2013
60,C,15000,1,2013
60,C,25000,1,2013
36,C,15000,1,2013
60,C,13000,1,2013
60,C,15000,1,2013
36,C,4000,1,2013
60,C,9500,85,2013
36,C,8500,1,2013
60,C,15000,66,2013
60,C,7000,44,2013
60,C,7500,1,2013
36,C,4000,1,2013
36,C,3500,1,2013
60,C,8500,1,2013
60,C,11500,1,2013
36,C,3000,1,2013
36,C,6000,1,2013
60,C,15000,213,2013
60,C,10000,1,2013
36,C,15000,1,2013
36,C,19000,1,2013
60,C,5000,1,2013
36,C,4000,1,2013
36,C,4000,5,2013
36,C,15000,1,2013
36,C,6500,20,2013
36,C,10000,45,2013
36,C,2000,1,2013
60,C,15000,1,2013
60,C,18000,63,2013
36,C,5000,1,2013
60,C,20000,1,2013
36,C,4000,1,2013
60,C,10000,1,2013
36,C,6500,1,2013
36,C,12000,19,2013
60,C,4500,8,2013
36,C,10000,1,2013
60,C,15000,1,2013
60,C,12000,1,2013
60,C,25000,62,2013
60,C,25000,1,2013
60,C,25000,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
60,C,18000,1,2013
60,C,15000,45,2013
36,C,15000,1,2013
60,C,9000,19,2013
60,C,6500,52,2013
60,C,25000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,11500,1,2013
36,C,4000,1,2013
36,C,15000,174,2013
60,C,9500,1,2013
36,C,10000,1,2013
60,C,15000,32,2013
36,C,10000,1,2013
60,C,10000,1,2013
60,C,15000,1,2013
60,C,4000,39,2013
36,C,6500,1,2013
60,C,10000,1,2013
36,C,8000,19,2013
60,C,4000,1,2013
60,C,7500,4,2013
60,C,7000,1,2013
60,C,4000,3,2013
36,C,10000,28,2013
60,C,20000,85,2013
60,C,25000,1,2013
60,C,3000,2,2013
36,C,4000,1,2013
60,C,10000,1,2013
60,C,25000,139,2013
36,C,25000,1,2013
60,C,10000,1,2013
36,C,6000,1,2013
60,C,4000,1,2013
36,C,15000,86,2013
60,C,15000,184,2013
36,C,20000,246,2013
60,C,11500,1,2013
36,C,4000,1,2013
60,C,15000,1,2013
60,C,23500,106,2013
36,C,15000,1,2013
60,C,25000,30,2013
36,C,4771,4,2013
60,C,15000,1,2013
60,C,4000,1,2013
36,C,25000,1,2013
36,C,15000,1,2013
36,C,16000,1,2013
60,C,3500,1,2013
60,C,6000,2,2013
60,C,15000,1,2013
60,C,21000,1,2013
60,C,25000,1,2013
60,C,4000,1,2013
36,C,15000,1,2013
60,C,23500,83,2013
60,C,20000,1,2013
60,C,7500,1,2013
36,C,19000,1,2013
36,C,25000,1,2013
36,C,6500,1,2013
60,C,20000,1,2013
60,C,10000,85,2013
36,C,5000,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
36,C,4000,1,2013
36,C,25000,1,2013
60,C,8000,28,2013
36,C,10000,1,2013
60,C,10000,99,2013
36,C,5420,1,2013
36,C,15000,117,2013
60,C,10000,1,2013
36,C,4000,30,2013
36,C,23000,1,2013
36,C,25000,1,2013
60,C,12000,2,2013
60,C,10000,1,2013
60,C,4000,1,2013
36,C,3000,1,2013
36,C,7000,1,2013
36,C,15000,1,2013
60,C,10000,15,2013
60,C,25000,105,2013
60,C,20000,9,2013
60,C,15000,1,2013
36,C,7500,41,2013
60,C,11000,1,2013
36,C,7500,54,2013
36,C,10000,1,2013
60,C,6500,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
36,C,11000,109,2013
36,C,4000,42,2013
60,C,12000,1,2013
60,C,15000,1,2013
36,C,15000,125,2013
36,C,10000,81,2013
36,C,25000,133,2013
36,C,8000,1,2013
36,C,4850,1,2013
36,C,15000,151,2013
60,C,15000,1,2013
36,C,15000,1,2013
36,C,10000,36,2013
60,C,5000,1,2013
60,C,3000,33,2013
36,C,4000,1,2013
60,C,9000,1,2013
36,C,4000,1,2013
36,C,2000,1,2013
36,C,13000,1,2013
60,C,15000,1,2013
36,C,3500,1,2013
60,C,12000,1,2013
36,C,14000,112,2013
36,C,15000,1,2013
36,C,4000,1,2013
60,C,19700,75,2013
36,C,15000,1,2013
60,C,10000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,15000,84,2013
36,C,4000,1,2013
60,C,20000,1,2013
36,C,4000,1,2013
36,C,8000,1,2013
36,C,5000,4,2013
60,C,7500,1,2013
36,C,15000,1,2013
60,C,25000,233,2013
36,C,4500,1,2013
36,C,2000,1,2013
36,C,4000,7,2013
36,C,20000,51,2013
36,C,2000,2,2013
36,C,17500,1,2013
36,C,15000,1,2013
60,C,9500,1,2013
36,C,17000,74,2013
36,C,13500,22,2013
60,C,4000,1,2013
36,C,15000,1,2013
60,C,25000,1,2013
60,C,20000,1,2013
60,C,12500,1,2013
36,C,10000,13,2013
36,C,5000,2,2013
36,C,20000,27,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,21000,1,2013
60,C,3000,1,2013
60,C,10000,1,2013
36,C,10000,1,2013
36,C,12000,1,2013
60,C,15000,42,2013
60,C,15000,1,2013
36,C,11500,7,2013
60,C,25000,1,2013
36,C,6600,1,2013
36,C,15000,1,2013
36,C,10000,1,2013
36,C,25000,99,2013
60,C,15000,1,2013
36,C,4000,1,2013
36,C,6000,1,2013
60,C,13000,1,2013
36,C,5000,3,2013
36,C,5000,3,2013
60,C,24501,368,2013
36,C,9000,1,2013
36,C,4000,1,2013
36,C,15000,1,2013
36,C,10000,109,2013
60,C,5000,33,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,24000,1,2013
60,C,5000,1,2013
60,C,10000,12,2013
60,C,2500,1,2013
36,C,11200,112,2013
60,C,13000,1,2013
60,C,25000,1,2013
60,C,15000,1,2013
60,C,15000,44,2013
36,C,15000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
36,C,6500,48,2013
36,C,7000,91,2013
60,C,10000,1,2013
36,C,15000,1,2013
60,C,5500,32,2013
60,C,15000,1,2013
36,C,4000,1,2013
36,C,4000,1,2013
36,C,25000,146,2013
60,C,20000,8,2013
36,C,15000,151,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,10000,1,2013
60,C,9500,1,2013
36,C,8000,1,2013
36,C,3500,1,2013
36,C,10000,1,2013
60,C,15000,1,2013
36,C,15000,227,2013
60,C,10000,108,2013
60,C,15000,168,2013
60,C,15000,1,2013
36,C,4000,1,2013
36,C,8000,1,2013
36,C,25000,101,2013
36,C,8000,1,2013
60,C,25000,1,2013
36,C,8500,34,2013
36,C,10000,1,2013
60,C,15000,1,2013
36,C,4000,1,2013
36,C,4000,1,2013
36,C,4000,1,2013
60,C,15000,1,2013
36,C,3000,1,2013
36,C,4000,2,2013
36,C,20000,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,8000,1,2013
60,C,7500,1,2013
60,C,25000,115,2013
36,C,15000,2,2013
60,C,15000,66,2013
60,C,13000,1,2013
36,C,10000,1,2013
60,C,6500,1,2013
36,C,10000,3,2013
36,C,11000,1,2013
36,C,12000,11,2013
36,C,13500,1,2013
36,C,4000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
36,C,10000,1,2013
36,C,4000,1,2013
60,C,20000,70,2013
60,C,15000,54,2013
36,C,25000,3,2013
36,C,10000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,25000,181,2013
36,C,15000,1,2013
60,C,10000,1,2013
36,C,15000,144,2013
60,C,9900,1,2013
36,C,10000,1,2013
36,C,10000,1,2013
60,C,15000,73,2013
36,C,2200,1,2013
60,C,8000,1,2013
60,C,18500,60,2013
36,C,10000,1,2013
60,C,5000,1,2013
60,C,5700,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
36,C,7500,1,2013
36,C,2500,1,2013
36,C,4000,1,2013
36,C,3000,1,2013
36,C,15000,1,2013
36,C,12000,1,2013
36,C,6000,32,2013
60,C,15000,1,2013
60,C,7500,1,2013
60,C,5000,1,2013
36,C,4000,1,2013
36,C,2000,1,2013
36,C,15000,191,2013
36,C,10000,1,2013
36,C,15000,1,2013
36,C,10000,1,2013
60,C,3500,1,2013
60,C,4500,25,2013
36,C,2500,9,2013
60,C,20000,1,2013
60,C,11000,1,2013
36,C,5000,2,2013
36,C,3500,1,2013
60,C,15000,1,2013
36,C,7000,1,2013
36,C,7000,1,2013
60,C,11500,1,2013
60,C,16000,228,2013
36,C,25000,1,2013
36,C,25000,1,2013
36,C,25000,1,2013
60,C,10000,1,2013
36,C,6500,1,2013
36,C,7000,1,2013
36,C,20000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,4000,1,2013
60,C,20000,1,2013
60,C,15000,156,2013
60,C,15000,210,2013
60,C,7000,1,2013
60,C,25000,1,2013
60,C,10000,1,2013
60,C,13000,1,2013
36,C,15000,1,2013
60,C,25000,1,2013
60,C,25000,1,2013
36,C,15000,1,2013
36,C,9500,22,2013
60,C,5000,1,2013
60,C,12000,135,2013
60,C,4500,2,2013
60,C,25000,1,2013
60,C,15000,1,2013
60,C,25000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
36,C,5000,1,2013
36,C,6800,1,2013
36,C,3000,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
60,C,7000,1,2013
36,C,2400,1,2013
60,C,18500,1,2013
60,C,25000,1,2013
36,C,15000,1,2013
60,C,10000,1,2013
36,C,19000,1,2013
60,C,20000,1,2013
36,C,15000,1,2013
36,C,10000,1,2013
36,C,2900,1,2013
60,C,5000,1,2013
36,C,3000,3,2013
36,C,2000,1,2013
36,C,4000,16,2013
36,C,4000,27,2013
36,C,21000,1,2013
36,C,15000,1,2013
36,C,10000,1,2013
36,C,9500,1,2013
36,C,10000,1,2013
36,C,25000,1,2013
36,C,14000,63,2013
60,C,10000,1,2013
60,C,7000,1,2013
36,C,4000,1,2013
60,C,25000,1,2013
36,C,10000,26,2013
36,C,10000,31,2013
36,C,4500,1,2013
60,C,10000,161,2013
36,C,7500,1,2013
36,C,3500,1,2013
60,C,7500,1,2013
60,C,10000,1,2013
36,C,4000,3,2013
36,C,9500,84,2013
60,C,4000,30,2013
60,C,18000,1,2013
60,C,9000,1,2013
36,C,25000,126,2013
60,C,7000,1,2013
60,C,25000,1,2013
36,C,15000,1,2013
60,C,10000,1,2013
36,C,10000,79,2013
36,C,2500,1,2013
36,C,2000,1,2013
36,C,20000,1,2013
60,C,15000,1,2013
36,C,4000,1,2013
60,C,20000,1,2013
60,C,5000,1,2013
36,C,7000,1,2013
36,C,10000,1,2013
60,C,25000,1,2013
36,C,15000,106,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,25000,1,2013
36,C,10000,1,2013
60,C,10000,1,2013
36,C,5000,1,2013
60,C,15000,1,2013
60,C,4500,2,2013
60,C,15000,1,2013
36,C,2200,2,2013
60,C,15000,1,2013
60,C,13500,171,2013
36,C,6000,1,2013
60,C,15000,1,2013
36,C,8000,1,2013
60,C,7500,1,2013
36,C,2100,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,9500,137,2013
36,C,15000,1,2013
36,C,8000,1,2013
36,C,10000,1,2013
60,C,15000,13,2013
36,C,25000,1,2013
60,C,15000,174,2013
60,C,6500,52,2013
36,C,13000,1,2013
36,C,7000,1,2013
60,C,10000,1,2013
60,C,15000,1,2013
36,C,10000,1,2013
60,C,25000,1,2013
60,C,10000,83,2013
60,C,15000,1,2013
60,C,15000,1,2013
36,C,10000,47,2013
60,C,10750,1,2013
60,C,25000,1,2013
60,C,25000,1,2013
36,C,14700,1,2013
60,C,9000,1,2013
36,C,15000,1,2013
60,C,25000,188,2013
60,C,25000,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
36,C,4000,1,2013
36,C,5000,1,2013
36,C,2000,1,2013
36,C,5000,10,2013
60,C,10000,1,2013
36,C,10000,107,2013
36,C,25000,1,2013
36,C,13000,146,2013
36,C,10000,1,2013
36,C,15000,1,2013
60,C,13000,1,2013
36,C,10000,1,2013
60,C,15000,1,2013
60,C,5350,1,2013
36,C,4000,1,2013
36,C,10000,1,2013
36,C,25000,1,2013
60,C,10000,1,2013
36,C,25000,1,2013
36,C,6500,1,2013
60,C,3500,1,2013
36,C,12000,1,2013
60,C,10000,1,2013
36,C,11000,10,2013
60,C,19000,1,2013
60,C,7000,1,2013
36,C,25000,1,2013
36,C,10000,19,2013
36,C,5000,1,2013
36,C,5000,6,2013
60,C,25000,1,2013
60,C,9000,1,2013
36,C,15000,220,2013
36,C,12000,1,2013
36,C,15000,130,2013
60,C,15000,242,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,5000,1,2013
36,C,15000,274,2013
36,C,15000,64,2013
60,C,14000,1,2013
36,C,10000,1,2013
60,C,15000,1,2013
60,C,11000,21,2013
60,C,8000,27,2013
60,C,15000,1,2013
60,C,6000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,10600,1,2013
60,C,20000,1,2013
36,C,15000,1,2013
60,C,10000,1,2013
36,C,10000,113,2013
60,C,6000,2,2013
60,C,25000,1,2013
36,C,20000,42,2013
36,C,5000,1,2013
60,C,10000,1,2013
36,C,8750,1,2013
60,C,10000,1,2013
36,C,2000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,11000,3,2013
60,C,4000,1,2013
60,C,4500,1,2013
60,C,10000,1,2013
36,C,15000,1,2013
36,C,5000,1,2013
60,C,15000,56,2013
36,C,4500,62,2013
60,C,10000,34,2013
36,C,15000,1,2013
60,C,15000,48,2013
60,C,10000,118,2013
60,C,14000,1,2013
60,C,4000,1,2013
36,C,4500,1,2013
60,C,11500,1,2013
36,C,4000,1,2013
60,C,7000,6,2013
36,C,4000,1,2013
60,C,15000,1,2013
36,C,8000,1,2013
60,C,10000,31,2013
60,C,10000,1,2013
36,C,7500,1,2013
36,C,15000,1,2013
60,C,4000,2,2013
60,C,20000,1,2013
36,C,4000,9,2013
60,C,15000,107,2013
36,C,2800,1,2013
36,C,8000,11,2013
36,C,20000,1,2013
36,C,10000,97,2013
60,C,7000,1,2013
36,C,10000,1,2013
36,C,13000,1,2013
60,C,8000,3,2013
60,C,6500,12,2013
36,C,10000,1,2013
36,C,15000,160,2013
36,C,15000,1,2013
60,C,13000,44,2013
36,C,2000,1,2013
36,C,8000,1,2013
60,C,4000,1,2013
60,C,7000,1,2013
60,C,15000,182,2013
36,C,18000,1,2013
36,C,12000,1,2013
60,C,10000,1,2013
36,C,3000,6,2013
60,C,4000,26,2013
36,C,15000,1,2013
60,C,15000,128,2013
36,C,3000,1,2013
60,C,25000,311,2013
36,C,4000,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,7500,1,2013
36,C,15000,1,2013
36,C,25000,9,2013
36,C,15000,1,2013
60,C,20000,139,2013
36,C,25000,1,2013
60,C,25000,1,2013
60,C,8000,1,2013
36,C,17000,1,2013
60,C,14750,1,2013
60,C,10000,1,2013
60,C,15000,32,2013
36,C,10000,1,2013
60,C,10000,1,2013
60,C,20000,1,2013
60,C,15000,1,2013
60,C,8500,49,2013
60,C,20000,1,2013
60,C,23000,127,2013
60,C,7500,1,2013
36,C,10000,50,2013
60,C,15000,1,2013
36,C,2250,1,2013
60,C,10000,1,2013
60,C,15000,1,2013
36,C,10000,48,2013
60,C,4000,1,2013
60,C,10000,1,2013
36,C,5000,1,2013
36,C,4000,1,2013
60,C,15000,1,2013
36,C,15000,107,2013
36,C,10000,85,2013
60,C,15000,1,2013
36,C,5000,1,2013
36,C,10000,1,2013
60,C,10000,1,2013
60,C,8000,1,2013
60,C,3500,1,2013
60,C,4000,1,2013
36,C,10000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,20000,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
36,C,4000,9,2013
60,C,3500,1,2013
36,C,4000,7,2013
60,C,8500,1,2013
36,C,15000,153,2013
60,C,21000,1,2013
60,C,15000,1,2013
60,C,15000,76,2013
36,C,9000,1,2013
36,C,15000,151,2013
60,C,15000,1,2013
36,C,12000,1,2013
60,C,20000,1,2013
36,C,10000,1,2013
36,C,2000,1,2013
36,C,15000,1,2013
60,C,13000,1,2013
36,C,2000,1,2013
60,C,13250,1,2013
36,C,15000,1,2013
60,C,10000,1,2013
60,C,25000,331,2013
60,C,15000,1,2013
36,C,15000,1,2013
60,C,10000,1,2013
36,C,25000,246,2013
60,C,10000,1,2013
36,C,20000,171,2013
60,C,8000,1,2013
60,C,4500,1,2013
36,C,8000,12,2013
36,C,10000,78,2013
60,C,25000,1,2013
60,C,25000,114,2013
36,C,4000,1,2013
60,C,25000,1,2013
60,C,10000,3,2013
36,C,9500,1,2013
60,C,10000,1,2013
60,C,20000,23,2013
60,C,20000,23,2013
60,C,25000,119,2013
36,C,20000,1,2013
60,C,10000,1,2013
60,C,20000,1,2013
36,C,8000,1,2013
60,C,10000,1,2013
60,C,15000,36,2013
36,C,15000,16,2013
60,C,15000,1,2013
36,C,2000,23,2013
36,C,4000,3,2013
36,C,3000,1,2013
36,C,8000,1,2013
60,C,22000,1,2013
36,C,20000,1,2013
36,C,4500,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
36,C,3000,1,2013
60,C,15000,1,2013
36,C,9642,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,10000,87,2013
60,C,18000,22,2013
60,C,10000,1,2013
60,C,25000,1,2013
36,C,12000,1,2013
60,C,15000,1,2013
36,C,15000,13,2013
60,C,15000,1,2013
36,C,5000,1,2013
36,C,3500,2,2013
36,C,10000,1,2013
36,C,4000,1,2013
60,C,6000,12,2013
36,C,10000,1,2013
60,C,25000,1,2013
36,C,4000,1,2013
36,C,8000,1,2013
36,C,22000,336,2013
60,C,9000,1,2013
36,C,2750,1,2013
60,C,15000,35,2013
36,C,5000,1,2013
36,C,10000,1,2013
36,C,2000,1,2013
60,C,11000,1,2013
60,C,11000,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
60,C,15000,1,2013
36,C,15000,107,2013
60,C,4000,1,2013
60,C,10000,1,2013
36,C,12000,1,2013
60,C,15000,1,2013
36,C,8500,1,2013
60,C,20000,1,2013
36,C,5000,1,2013
36,C,2000,1,2013
36,C,10000,76,2013
60,C,20000,1,2013
36,C,10000,1,2013
60,C,10000,1,2013
36,C,2000,1,2013
60,C,15000,1,2013
36,C,9500,1,2013
36,C,10000,1,2013
36,C,5000,1,2013
36,C,25000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
36,C,3500,1,2013
36,C,10000,1,2013
36,C,5000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
36,C,2000,1,2013
60,C,24999,65,2013
60,C,9000,1,2013
36,C,4000,1,2013
36,C,2000,2,2013
36,C,15000,1,2013
36,C,4000,1,2013
36,C,3500,7,2013
36,C,10000,85,2013
60,C,25000,1,2013
36,C,2000,1,2013
60,C,20000,1,2013
36,C,18000,1,2013
60,C,11500,1,2013
36,C,3000,1,2013
36,C,2500,1,2013
60,C,25000,146,2013
60,C,15000,209,2013
60,C,17000,25,2013
60,C,25000,301,2013
36,C,4000,1,2013
60,C,15000,1,2013
36,C,15000,41,2013
60,C,12000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,8000,1,2013
36,C,8000,35,2013
36,C,2000,1,2013
60,C,7500,1,2013
36,C,20000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,12000,1,2013
60,C,10000,1,2013
36,C,4000,1,2013
36,C,8500,1,2013
36,C,4000,1,2013
36,C,15000,1,2013
60,C,25000,4,2013
60,C,15000,1,2013
36,C,3500,1,2013
60,C,23135,1,2013
60,C,15000,1,2013
60,C,25000,1,2013
36,C,15000,1,2013
60,C,20000,1,2013
36,C,5500,1,2013
36,C,4000,1,2013
36,C,4000,18,2013
36,C,10000,1,2013
60,C,15000,1,2013
36,C,5000,1,2013
60,C,10000,1,2013
60,C,11500,1,2013
36,C,15000,1,2013
60,C,15000,262,2013
60,C,10000,69,2013
60,C,20000,1,2013
60,C,15000,1,2013
60,C,13000,1,2013
36,C,15000,11,2013
36,C,15000,1,2013
36,C,4000,1,2013
60,C,15000,214,2013
60,C,8000,1,2013
36,C,10000,1,2013
60,C,15000,1,2013
60,C,15000,5,2013
36,C,12000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,6400,1,2013
36,C,15000,1,2013
60,C,15000,54,2013
60,C,21000,1,2013
60,C,11500,1,2013
36,C,25000,1,2013
60,C,22000,1,2013
60,C,10000,1,2013
36,C,12000,1,2013
60,C,4000,43,2013
36,C,15000,199,2013
60,C,20000,1,2013
36,C,4000,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
36,C,10000,22,2013
36,C,15000,1,2013
36,C,2000,1,2013
60,C,15000,1,2013
60,C,10000,3,2013
60,C,3500,1,2013
36,C,6500,1,2013
36,C,4000,1,2013
36,C,10800,1,2013
60,C,20000,1,2013
36,C,2000,1,2013
60,C,10000,1,2013
60,C,15000,188,2013
60,C,4500,1,2013
60,C,10000,1,2013
36,C,10000,1,2013
36,C,7000,1,2013
60,C,9000,1,2013
60,C,20000,1,2013
36,C,15000,139,2013
36,C,25000,1,2013
36,C,3000,1,2013
36,C,3000,1,2013
36,C,8000,11,2013
36,C,14250,1,2013
36,C,2000,1,2013
60,C,9000,1,2013
60,C,25000,132,2013
60,C,10000,1,2013
60,C,15000,1,2013
60,C,4000,1,2013
36,C,10000,4,2013
60,C,12500,1,2013
60,C,15000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,15000,25,2013
60,C,12500,1,2013
60,C,20000,1,2013
36,C,7500,2,2013
60,C,8000,6,2013
60,C,9000,1,2013
36,C,4000,1,2013
60,C,8000,1,2013
60,C,18500,81,2013
60,C,9000,1,2013
36,C,10000,90,2013
36,C,4000,1,2013
60,C,10000,1,2013
60,C,20000,1,2013
60,C,4000,2,2013
60,C,20000,1,2013
60,C,15000,1,2013
36,C,4000,1,2013
36,C,15000,1,2013
36,C,7000,1,2013
36,C,8500,1,2013
36,C,10000,1,2013
60,C,10000,4,2013
36,C,4000,31,2013
60,C,20000,1,2013
60,C,14000,1,2013
36,C,6000,1,2013
36,C,2100,2,2013
60,C,10000,1,2013
36,C,15000,134,2013
60,C,15000,1,2013
36,C,15000,1,2013
60,C,20000,1,2013
36,C,10000,1,2013
60,C,17500,1,2013
36,C,15000,1,2013
36,C,15000,179,2013
60,C,15000,1,2013
36,C,4000,1,2013
36,C,4000,1,2013
36,C,15000,1,2013
36,C,2000,1,2013
36,C,4000,1,2013
60,C,10000,51,2013
36,C,4050,23,2013
60,C,11500,1,2013
60,C,10000,1,2013
36,C,10000,20,2013
60,C,25000,102,2013
60,C,8000,1,2013
60,C,5500,1,2013
36,C,15000,1,2013
36,C,12000,109,2013
60,C,25000,1,2013
60,C,8500,1,2013
36,C,8000,1,2013
60,C,15000,1,2013
60,C,20000,1,2013
36,C,11000,66,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,19000,1,2013
60,C,13500,134,2013
36,C,15000,1,2013
60,C,20000,1,2013
60,C,15000,1,2013
60,C,25000,301,2013
60,C,10000,29,2013
60,C,4000,1,2013
60,C,25000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,7000,1,2013
60,C,10000,1,2013
60,C,15000,83,2013
60,C,3000,2,2013
36,C,15000,1,2013
36,C,4000,1,2013
60,C,15000,1,2013
60,C,10000,1,2013
36,C,15000,1,2013
36,C,24000,1,2013
60,C,6000,48,2013
60,C,10000,94,2013
36,C,3500,1,2013
36,C,10000,1,2013
36,C,10000,81,2013
36,C,15000,49,2013
60,C,13500,2,2013
36,C,12500,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
36,C,20000,1,2013
36,C,5000,1,2013
36,C,15000,1,2013
36,C,15000,1,2013
60,C,25000,59,2013
36,C,4500,1,2013
60,C,10000,1,2013
36,C,19000,1,2013
36,C,23000,1,2013
36,C,15000,111,2013
36,C,7000,1,2013
36,C,13000,117,2013
36,C,12000,1,2013
60,C,9000,1,2013
36,C,15000,1,2013
36,C,25000,1,2013
36,C,15000,1,2013
60,C,8000,1,2013
60,C,15000,1,2013
36,C,5000,1,2013
36,C,7000,1,2013
36,C,3000,2,2013
60,C,10000,1,2013
36,C,4000,2,2013
60,C,7000,1,2013
36,C,10000,1,2013
36,C,10000,1,2013
36,C,3000,1,2013
36,C,12000,130,2013
36,C,15000,1,2013
36,C,6500,1,2013
60,C,25000,1,2013
36,C,2000,1,2013
36,C,10000,72,2013
60,C,25000,1,2013
36,C,4000,1,2013
60,C,2500,1,2013
36,C,15000,1,2013
36,C,10000,96,2013
36,C,11500,3,2013
60,C,10000,1,2013
60,C,20000,114,2013
60,C,15000,1,2013
60,C,7000,1,2013
60,C,4000,8,2013
36,C,15000,1,2013
60,C,12000,1,2013
60,C,10000,1,2013
60,C,6500,1,2013
60,C,15000,1,2013
60,C,15000,112,2013
60,C,15000,1,2013
60,C,4000,1,2013
36,C,10000,1,2013
60,C,7000,1,2013
60,C,24000,1,2013
60,C,9000,1,2013
60,C,25000,1,2013
36,C,10000,1,2013
36,C,25000,1,2013
36,C,15000,1,2013
60,C,10000,1,2013
60,C,25000,1,2013
60,C,18000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
36,C,2000,1,2013
36,C,10000,1,2013
36,C,10000,1,2013
60,C,15000,1,2013
36,C,3000,26,2013
36,C,2000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
60,C,20000,1,2013
60,C,10000,1,2013
60,C,15000,1,2013
60,C,20000,1,2013
36,C,8000,51,2013
60,C,15000,1,2013
36,C,10000,1,2013
60,C,25000,1,2013
36,C,5000,1,2013
36,C,20000,1,2013
60,C,3000,1,2013
60,C,20000,1,2013
36,C,10000,1,2013
60,C,7500,7,2013
36,C,10000,1,2013
36,C,2200,1,2013
60,C,25000,1,2013
60,C,25000,1,2013
36,C,25000,1,2013
60,C,10000,24,2013
60,C,15000,1,2013
60,C,21000,1,2013
60,C,10000,1,2013
36,C,4000,1,2013
60,C,10000,21,2013
60,C,10000,68,2013
36,C,10000,1,2013
36,C,10000,1,2013
36,C,15000,1,2013
60,C,15000,1,2013
60,C,15000,1,2013
36,C,10000,1,2013
60,C,10000,1,2013
36,C,7000,1,2013
36,C,2000,1,2013
60,C,5400,1,2013
60,C,10000,47,2013
